sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
442,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,48.0,300.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
443,Ag,Staphylococcus aureus,1399,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,24.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
444,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,48.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
445,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,8.5,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
446,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
447,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,24.0,20.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
448,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,48.0,300.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
449,Ag,Staphylococcus aureus,33591,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,24.0,3500.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
450,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
451,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,5.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
452,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,10.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
453,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,6.0,5.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
454,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,12.0,38.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
455,Ag,Pseudomonas aeruginosa,27853,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,12.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
456,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
457,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,12.0,5.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
458,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,10.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
459,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,12.0,5.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
460,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,24.0,38.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
461,Ag,Pseudomonas aeruginosa,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,12.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
462,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
463,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,10.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
464,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
465,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,12.0,40.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
466,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,12.0,150.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
467,Ag,Klebsiella pneumoniae,clin.is,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,6.0,400.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
468,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
469,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
470,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
471,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,12.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
472,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
473,Ag,Escherichia coli,25922,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,6.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
474,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,NP with gelatin,24.0,,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
475,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Protegrin -1,6.0,6.7,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
476,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AMP Indolicidin bovine,12.0,10.3,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
477,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Protamine salmon,12.0,10.5,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
478,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Histones calf thymus,24.0,76.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
479,Ag,Escherichia coli,ML-35p,AgNPs synthesis using photo reduction method,,,,,,,,,,,,,,,,,,,,https://www.frontiersin.org/articles/10.3389/fmicb.2021.750556/full,10.3389/fmicb.2021.750556,14,,AP Lysozyme hen egg-white,6.0,3500.0,,,Frontiers in Microbiology,Frontiers Media SA,2021,Silver Nanoparticles Functionalized With Antimicrobial Polypeptides: Benefits and Possible Pitfalls of a Novel Anti-infective Tool,True,True,gold,14_fmicb-12-750556.pdf,1,data/pdfs/pdf_synergy/14_fmicb-12-750556.pdf,True
480,Ag,Escherichia coli,,chemical_synthesis using khalafalla and reimers method,Kanamycin,30.0,10.0,30,35.0,30.0,spherical,disc_diffusion,37.0,,20.0,,,,,,,,,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2022.929491/full,10.3389/fmicb.2022.929491,15,24.0,,,,,,Frontiers in Microbiology,Frontiers Media SA,2022,Synergistic antibacterial activity of compact silver/magnetite core-shell nanoparticles core shell against Gram-negative foodborne pathogens,True,True,gold,15_fmicb-13-929491.pdf,1,data/pdfs/pdf_synergy/15_fmicb-13-929491.pdf,True
