formula,activity,syngony,length,width,depth,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_max,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,pdf_file,pdf_downloaded
Co2V2O7,peroxidase,,250,250,250,,0.669,mM,1.25,10−8 M s−1,si,H2O2 + TMB,0.0,7.0,1.6,mM,30.0,μg mL-1,3.0,35.0,10.1021/acsabm.9b01107,ACSABM.9B01107,0,Co<sub>2</sub>V<sub>2</sub>O<sub>7</sub>Particles with Intrinsic Multienzyme Mimetic Activities as an Effective Bioplatform for Ultrasensitive Fluorometric and Colorimetric Biosensing,ACS Applied Bio Materials,2020,data/pdfs/pdf_nanozymes/ACSABM.9B01107.pdf,False
MoS2,peroxidase,hexagonal,,,,,0.8246,mM,1.161,10−8 M s−1,text,TMB + H2O2,0.1,1.6,10.0,mM,0.08,mg mL-1,4.0,45.0,10.1021/acsami.0c01789,ACSAMI.0C01789,0,Plasma-Assisted Controllable Doping of Nitrogen into MoS<sub>2</sub> Nanosheets as Efficient Nanozymes with Enhanced Peroxidase-Like Catalysis Activity,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C01789.pdf,False
MoS2,peroxidase,hexagonal,,,,,2.0828,mM,1.346,10−8 M s−1,text,H2O2 + TMB,0.8,12.8,800.0,μM,0.08,mg mL-1,4.0,45.0,10.1021/acsami.0c01789,ACSAMI.0C01789,0,Plasma-Assisted Controllable Doping of Nitrogen into MoS<sub>2</sub> Nanosheets as Efficient Nanozymes with Enhanced Peroxidase-Like Catalysis Activity,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C01789.pdf,False
N-doped MoS2,peroxidase,hexagonal,,,,,0.7916,mM,1.796,10−8 M s−1,text,TMB + H2O2,0.1,1.6,10.0,mM,0.08,mg mL-1,4.0,45.0,10.1021/acsami.0c01789,ACSAMI.0C01789,0,Plasma-Assisted Controllable Doping of Nitrogen into MoS<sub>2</sub> Nanosheets as Efficient Nanozymes with Enhanced Peroxidase-Like Catalysis Activity,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C01789.pdf,False
N-doped MoS2,peroxidase,hexagonal,,,,,0.4459,mM,4.348,10−8 M s−1,text,H2O2 + TMB,0.8,12.8,800.0,μM,0.08,mg mL-1,4.0,45.0,10.1021/acsami.0c01789,ACSAMI.0C01789,0,Plasma-Assisted Controllable Doping of Nitrogen into MoS<sub>2</sub> Nanosheets as Efficient Nanozymes with Enhanced Peroxidase-Like Catalysis Activity,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C01789.pdf,False
RuO2,peroxidase,cubic,2,2,2,,0.099,mM,1.29e-05,M/min,text,TMB + H2O2,0.1,1.0,1.0,mM,20.0,μg/mL,7.0,25.0,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C07886.pdf,False
RuO2,peroxidase,cubic,2,2,2,,0.146,mM,1.24e-05,M/min,text,H2O2 + TMB,0.1,1.0,0.3,mM,20.0,μg/mL,7.0,25.0,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C07886.pdf,False
RuO2,catalase,cubic,2,2,2,,3.59,mM,2.29,mM/min,text,H2O2,0.2,2.0,,,20.0,μg/mL,7.0,25.0,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C07886.pdf,False
RuO2,peroxidase,cubic,2,2,2,,0.87,mM,65.1,μMs/min,text,GSH + H2O2,1.0,5.0,5.0,mM,20.0,μg/mL,7.0,25.0,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C07886.pdf,False
RuO2,peroxidase,cubic,2,2,2,,17.2,μM,47.0,μMs/min,text,H2O2 + GSH,0.1,0.5,2.0,mM,20.0,μg/mL,7.0,25.0,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C07886.pdf,False
Ir,peroxidase,cubic,90,90,90,,131.7368,μM,38.95,μMs-1,text,TMB + H2O2,0.0,0.8,,,2.0,μg Ir/mL,3.0,40.0,10.1021/acsami.0c10981,ACSAMI.0C10981,0,Intrinsic Peroxidase-Mimicking Ir Nanoplates for Nanozymatic Anticancer and Antibacterial Treatment,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C10981.pdf,False
Ir,peroxidase,cubic,90,90,90,,0.3193,M,67.94,μMs-1,text,H2O2 + TMB,0.0,2000.0,,,2.0,μg Ir/mL,3.0,40.0,10.1021/acsami.0c10981,ACSAMI.0C10981,0,Intrinsic Peroxidase-Mimicking Ir Nanoplates for Nanozymatic Anticancer and Antibacterial Treatment,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C10981.pdf,False
FeS2,peroxidase,,70,70,70,,4.88,mM,69.9,10-8 Ms-1,text,TMB + H2O2,0.0,1.4,5.0,mM,25.0,μg/mL,4.0,25.0,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C12593.pdf,False
FeS2,peroxidase,,70,70,70,,0.227,mM,39.2,10-8 Ms-1,text,H2O2 + TMB,0.0,0.12,15.0,mM,25.0,μg/mL,4.0,25.0,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C12593.pdf,False
FeS2/SiO2,peroxidase,,1000-1500,500-850,500-850,,0.948,mM,31.0,10-8 Ms-1,text,TMB + H2O2,0.0,1.4,5.0,mM,25.0,μg/mL,4.0,25.0,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C12593.pdf,False
FeS2/SiO2,peroxidase,,1000-1501,500-850,500-850,,0.0126,mM,18.1,10-8 Ms-1,text,H2O2 + TMB,0.0,0.12,15.0,mM,25.0,μg/mL,4.0,25.0,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C12593.pdf,False
Ce,peroxidase,cubic,3-3,3-4,3-5,citric acid,308.0,mM,,,text,TMB + H2O2,0.0,0.8,,,200.0,μg/mL,7.4,,10.1021/acsami.0c17579,ACSAMI.0C17579,0,Ceria Nanozymes with Preferential Renal Uptake for Acute Kidney Injury Alleviation,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C17579.pdf,False
Ce,peroxidase,cubic,3-4,3-5,3-6,citric acid,0.02,mM,,,text,H2O2 + TMB,0.0,200.0,,,200.0,μg/mL,7.4,,10.1021/acsami.0c17579,ACSAMI.0C17579,0,Ceria Nanozymes with Preferential Renal Uptake for Acute Kidney Injury Alleviation,ACS Applied Materials &amp; Interfaces,2020,data/pdfs/pdf_nanozymes/ACSAMI.0C17579.pdf,False
AuPt,peroxidase,,2.5,2.5,2.5,,0.57,mM,,,text,TMB + H2O2,0.05,0.25,1.0,mM,20.0,μg mL−1,5.5,,10.1021/acsami.1c10600,ACSAMI.1C10600,0,Goldâ€“Platinum Nanodots with High-Peroxidase-like Activity and Photothermal Conversion Efficiency for Antibacterial Therapy,ACS Applied Materials &amp; Interfaces,2021,data/pdfs/pdf_nanozymes/ACSAMI.1C10600.pdf,False
AuPt,peroxidase,,2.5,2.5,2.5,,1.09,mM,4.27,10-8 Ms-1,si,H2O2 + TMB,0.2,1.0,0.25,mM,20.0,μg mL−1,5.5,,10.1021/acsami.1c10600,ACSAMI.1C10600,0,Goldâ€“Platinum Nanodots with High-Peroxidase-like Activity and Photothermal Conversion Efficiency for Antibacterial Therapy,ACS Applied Materials &amp; Interfaces,2021,data/pdfs/pdf_nanozymes/ACSAMI.1C10600.pdf,False
Vanadium oxide,catalase,,10,10,10,polyvinylpyrrolidone,172.41,mM,0.94,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,catalase,,10,10,10,polyvinylpyrrolidone,270.27,mM,0.71,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,catalase,,10,10,10,polyvinylpyrrolidone,555.56,mM,0.59,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,catalase,,55,55,10,polyvinylpyrrolidone,185.18,mM,0.39,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,catalase,,10,10,10,polyvinylpyrrolidone,156.25,mM,0.74,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,6.0,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,catalase,,10,10,10,polyvinylpyrrolidone,186.22,mM,0.59,mg L-1 min-1,text,H2O2,50.0,600.0,,,100.0,μg/mL,6.0,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,peroxidase,,10,10,10,polyvinylpyrrolidone,36.71,mM,2.22e-08,M s-1,text,H2O2 + TMB,10.0,150.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,peroxidase,,55,55,10,polyvinylpyrrolidone,40.48,mM,1.84e-08,M s-1,text,H2O2 + TMB,10.0,150.0,,,100.0,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,peroxidase,,10,10,10,polyvinylpyrrolidone,3.9,mM,1.128e-07,M s-1,text,H2O2 + TMB,2.0,50.0,,,100.0,μg/mL,6.0,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,peroxidase,,55,55,10,polyvinylpyrrolidone,4.38,mM,6.64e-08,M s-1,text,H2O2 + TMB,2.0,50.0,,,100.0,μg/mL,6.0,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
Vanadium oxide,peroxidase,,10,10,10,polyvinylpyrrolidone,39.2,mM,1.36e-08,M s-1,text,H2O2 + TMB,100.0,500.0,,,100.0,μg/mL,6.0,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,data/pdfs/pdf_nanozymes/ACSAMI.2C20878.pdf,False
CeO2/TiO2,peroxidase,,,,,,0.097,mM,5.54e-08,M s-1,text,TMB + H2O2,0.0,0.3,1.0,mM,50.0,μg/mL,4.0,25.0,10.1021/acsami.5b00023,ACSAMI.5B00023,0,Highly Dispersed CeO<sub>2</sub> on TiO<sub>2</sub> Nanotube: A Synergistic Nanocomposite with Superior Peroxidase-Like Activity,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B00023.pdf,False
CeO2/TiO2,peroxidase,,,,,,0.04,mM,2.27e-08,M s-1,text,H2O2 + TMB,0.0,1.0,250.0,μM,50.0,μg/mL,4.0,25.0,10.1021/acsami.5b00023,ACSAMI.5B00023,0,Highly Dispersed CeO<sub>2</sub> on TiO<sub>2</sub> Nanotube: A Synergistic Nanocomposite with Superior Peroxidase-Like Activity,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B00023.pdf,False
Ir,peroxidase,,1.5,1.5,1.5,pvp,0.02,mM,0.108,10-3 mM s-1,text,TMB + H2O2,0.0,0.5,50.0,mM,625.0,ng mL−1,4.5,,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B01271.pdf,False
Ir,peroxidase,,1.5,1.5,1.5,pvp,266.0,mM,0.385,10-3 mM s-1,text,TMB + H2O2,0.0,1000.0,500.0,μM,625.0,ng mL−1,4.5,,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B01271.pdf,False
Ir,catalase,,1.5,1.5,1.5,pvp,297.0,mM,540.0,10-3 mM s-1,text,H2O2,0.0,100.0,,,625.0,μg mL−1,7.0,37.0,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B01271.pdf,False
Pt,oxidase,,5,5,5,,54.37,μM,5.79,μM s-1,figure 3,quercetin,,,,,20.0,μg/mL,7.0,,10.1021/acsami.5b05180,ACSAMI.5B05180,0,Platinum Nanoparticles: Efficient and Stable Catechol Oxidase Mimetics,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B05180.pdf,False
Pt,oxidase,,70,70,70,,26.23,μM,0.54,μM s-1,figure 4,quercetin,,,,,20.0,μg/mL,7.0,,10.1021/acsami.5b05180,ACSAMI.5B05180,0,Platinum Nanoparticles: Efficient and Stable Catechol Oxidase Mimetics,ACS Applied Materials &amp; Interfaces,2015,data/pdfs/pdf_nanozymes/ACSAMI.5B05180.pdf,False
Cu0.89Zn0.11O,peroxidase,,5-10,5-10,5-10,,0.01,M,2.877,10-8 Ms-1,text,TMB + H2O2,0.0,10.0,0.2,M,100.0,μg mL−1,4.65,25.0,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,data/pdfs/pdf_nanozymes/ACSAMI.6B05354.pdf,False
Cu0.89Zn0.11O,peroxidase,,5-10,5-10,5-10,,0.071,M,0.3,10-8 Ms-1,text,H2O2 + TMB,10.0,100.0,10.0,mM,100.0,μg mL−1,4.65,25.0,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,data/pdfs/pdf_nanozymes/ACSAMI.6B05354.pdf,False
CuO,peroxidase,monoclinic,,,,,0.025,M,10.49,10-8 Ms-1,text,TMB + H2O2,0.0,10.0,0.2,M,100.0,μg mL−1,4.65,37.0,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,data/pdfs/pdf_nanozymes/ACSAMI.6B05354.pdf,False
CuO,peroxidase,monoclinic,,,,,0.4,M,16.1,10-8 Ms-1,text,H2O2 + TMB,10.0,100.0,10.0,mM,100.0,μg mL−1,4.65,37.0,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,data/pdfs/pdf_nanozymes/ACSAMI.6B05354.pdf,False
Pt,peroxidase,,3,3,3,,0.096,mM,14.14,10-8 M s-1,text,TMB + H2O2,0.0,0.6,10.0,mM,,,5.0,30.0,10.1021/acsami.7b01616,ACSAMI.7B01616,0,Ultrasmall Pt Nanoclusters as Robust Peroxidase Mimics for Colorimetric Detection of Glucose in Human Serum,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B01616.pdf,False
Pt,peroxidase,,3,3,3,,3.07,mM,18.17,10-8 M s-1,text,H2O2 + TMB,0.0,20.0,500.0,μM,,,5.0,30.0,10.1021/acsami.7b01616,ACSAMI.7B01616,0,Ultrasmall Pt Nanoclusters as Robust Peroxidase Mimics for Colorimetric Detection of Glucose in Human Serum,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B01616.pdf,False
CeO2,oxidase,cubic,22,22,22,,2.01,mM,,,text,TMB,1.0,3.0,,,,,4.0,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B05036.pdf,False
5%Pr-CeO2,oxidase,cubic,31,31,31,,0.79,mM,,,text,TMB,1.0,3.0,,,,,4.0,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B05036.pdf,False
10%Pr-CeO2,oxidase,cubic,27,27,27,,0.27,mM,,,text,TMB,1.0,3.0,,,,,4.0,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B05036.pdf,False
15%Pr-CeO2,oxidase,cubic,27,27,27,,0.23,mM,,,text,TMB,1.0,3.0,,,,,4.0,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B05036.pdf,False
20%Pr-CeO2,oxidase,cubic,,,,,0.15,mM,,,text,TMB,1.0,3.0,,,,,4.0,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B05036.pdf,False
Co4N,peroxidase,cubic,,,,,0.243,mM,,,text,TMB + H2O2,0.0,1.6,30.0,mM,15.0,μg mL−1,4.0,25.0,10.1021/acsami.7b09861,ACSAMI.7B09861,0,Co<sub>4</sub>N Nanowires: Noble-Metal-Free Peroxidase Mimetic with Excellent Salt- and Temperature-Resistant Abilities,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B09861.pdf,False
Co4N,peroxidase,cubic,,,,,2.95,mM,,,text,H2O2 + TMB,0.0,80.0,0.8,mM,15.0,μg mL−1,4.0,25.0,10.1021/acsami.7b09861,ACSAMI.7B09861,0,Co<sub>4</sub>N Nanowires: Noble-Metal-Free Peroxidase Mimetic with Excellent Salt- and Temperature-Resistant Abilities,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B09861.pdf,False
Fe2O3,peroxidase,,39,39,39,,0.153,mM,2.94e-08,Ms-1,text,TMB + H2O2,0.01,1.0,700.0,mM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Fe2O3,peroxidase,,39,39,39,,86.425,mM,3.05e-08,Ms-1,text,H2O2 + TMB,10.0,1000.0,800.0,μM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Fe2O3,peroxidase,,,,,,0.214,mM,2.74e-08,Ms-1,text,TMB + H2O2,0.01,1.0,700.0,mM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Fe2O3,peroxidase,,,,,,125.904,mM,2.89e-08,Ms-1,text,H2O2 + TMB,10.0,1000.0,800.0,μM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Fe2O3,peroxidase,,,,,,0.236,mM,2.65e-08,Ms-1,text,TMB + H2O2,0.01,1.0,700.0,mM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Fe2O3,peroxidase,,,,,,132.9175,mM,2.89e-08,Ms-1,text,H2O2 + TMB,10.0,1000.0,800.0,μM,5.0,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,data/pdfs/pdf_nanozymes/ACSAMI.7B13835.pdf,False
Au@C,peroxidase,cubic,180,180,180,,0.0323,mM,8.63,10-8 M/s,si,TMB + H2O2,0.0,0.9,0.2646,M,50.0,μg/mL,4.5,25.0,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,data/pdfs/pdf_nanozymes/ACSAMI.7B17916.pdf,False
Au@C,peroxidase,cubic,180,180,180,,210.0,mM,33.0,10-8 M/s,si,H2O2 + TMB,0.0,1500.0,0.146,mM,50.0,μg/mL,4.5,25.0,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,data/pdfs/pdf_nanozymes/ACSAMI.7B17916.pdf,False
Au@C,oxidase,cubic,180,180,180,,0.17,mM,4.92e-08,M/s,text,TMB,0.0,0.9,,,50.0,μg/mL,4.5,25.0,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,data/pdfs/pdf_nanozymes/ACSAMI.7B17916.pdf,False
