sn,material,shape,coat_functional_group,synthesis_method,surface_charge,size_in_medium_nm,zeta_in_medium_mv,no_of_cells_cells_well,human_animal,cell_source,cell_tissue,cell_morphology,cell_age,time_hr,concentration,test,test_indicator,viability_%,doi,article_list,core_nm,hydrodynamic_nm,potential_mv,cell_type,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access,pdf_file,pdf_downloaded
56,SiO2,Sphere,NH2,Precipitation,Positive,142.11,,5000.0,A,Rat,,,,24,125.0,MTT,TetrazoliumSalt,100.77,10.3109/15376516.2015.1070229,1,,437.0,21.7,PC12,Toxicology Mechanisms and Methods,Taylor & Francis,2015,Effect of mesoporous silica nanoparticles on cell viability and markers of oxidative stress,False,FASLE,hybrid,1_10.3109@15376516.2015.1070229.pdf,0,data/pdfs/pdf_cytotox/1_10.3109@15376516.2015.1070229.pdf,False
57,SiO2,Sphere,NH2,Precipitation,Positive,142.11,,5000.0,A,Rat,,,,24,250.0,MTT,TetrazoliumSalt,96.761,10.3109/15376516.2015.1070229,1,,437.0,21.7,PC12,Toxicology Mechanisms and Methods,Taylor & Francis,2015,Effect of mesoporous silica nanoparticles on cell viability and markers of oxidative stress,False,FASLE,hybrid,1_10.3109@15376516.2015.1070229.pdf,0,data/pdfs/pdf_cytotox/1_10.3109@15376516.2015.1070229.pdf,False
58,SiO2,Sphere,NH2,Precipitation,Positive,142.11,,5000.0,A,Rat,,,,24,500.0,MTT,TetrazoliumSalt,103.94,10.3109/15376516.2015.1070229,1,,437.0,21.7,PC12,Toxicology Mechanisms and Methods,Taylor & Francis,2015,Effect of mesoporous silica nanoparticles on cell viability and markers of oxidative stress,False,FASLE,hybrid,1_10.3109@15376516.2015.1070229.pdf,0,data/pdfs/pdf_cytotox/1_10.3109@15376516.2015.1070229.pdf,False
59,SiO2,Sphere,NH2,Precipitation,Positive,142.11,,5000.0,A,Rat,,,,24,1000.0,MTT,TetrazoliumSalt,85.775,10.3109/15376516.2015.1070229,1,,437.0,21.7,PC12,Toxicology Mechanisms and Methods,Taylor & Francis,2015,Effect of mesoporous silica nanoparticles on cell viability and markers of oxidative stress,False,FASLE,hybrid,1_10.3109@15376516.2015.1070229.pdf,0,data/pdfs/pdf_cytotox/1_10.3109@15376516.2015.1070229.pdf,False
60,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,1.0,CellTiterBlue,AlamarBlue,107.59,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
61,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,10.0,CellTiterBlue,AlamarBlue,100.81,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
62,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,100.0,CellTiterBlue,AlamarBlue,70.11,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
63,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,1000.0,CellTiterBlue,AlamarBlue,22.617,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
64,SiO2,,,Commercial,,10.0,,,A,Mouse,,,,24,1.0,XTT,TetrazoliumSalt,123.42,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
65,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,10.0,XTT,TetrazoliumSalt,114.38,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
66,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,100.0,XTT,TetrazoliumSalt,82.714,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
67,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,1000.0,XTT,TetrazoliumSalt,25.525,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
68,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,1.0,LDH,LDHrelease,4.5234,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
69,SiO2,Sphere,,Commercial,Negative,10.0,,2600.0,A,Mouse,,,,24,10.0,LDH,LDHrelease,6.1389,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
70,SiO2,,,Commercial,,10.0,,,A,Mouse,,,,24,100.0,LDH,LDHrelease,22.294,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
71,SiO2,,,Commercial,,10.0,,,A,Mouse,,,,24,1000.0,LDH,LDHrelease,69.467,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
72,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,1.0,Live/Dead,PropidiumIodide,95.315,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
73,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,10.0,Live/Dead,PropidiumIodide,86.268,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
74,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,100.0,Live/Dead,PropidiumIodide,69.467,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
75,SiO2,,,Commercial,,10.0,,,A,Mouse,,,,24,1000.0,Live/Dead,PropidiumIodide,9.6931,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
76,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,1.0,Live/Dead,CalceinAM,94.023,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
77,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,10.0,Live/Dead,CalceinAM,91.761,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
78,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,100.0,Live/Dead,CalceinAM,71.729,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
79,SiO2,Sphere,,Commercial,Negative,10.0,,6000.0,A,Mouse,,,,24,1000.0,Live/Dead,CalceinAM,44.265,10.5402/2012/454072,2,,10.0,-27.0,RAW264.7,ISRN Nanotechnology,Hindawi Limited,2012,"Evaluation of Viability and Proliferation Profiles on Macrophages Treated with Silica Nanoparticles <i>In Vitro</i> via Plate-Based, Flow Cytometry, and Coulter Counter Assays",True,TRUE,gold,2_International Scholarly Research Notices - 2012 - Bancos - Evaluation of Viability and Proliferation Profiles on.pdf,1,data/pdfs/pdf_cytotox/2_International_Scholarly_Research_Notices_-_2012_-_Bancos_-_Evaluation_of_Viability_and_Proliferation_Profiles_on.pdf,False
92,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,100.0,MTT,TetrazoliumSalt,102.0,10.1002/jbm.b.33068,3,,18.0,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
93,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,200.0,MTT,TetrazoliumSalt,105.08,10.1002/jbm.b.33068,3,,18.0,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
94,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,300.0,MTT,TetrazoliumSalt,100.0,10.1002/jbm.b.33068,3,,18.0,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
95,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,400.0,MTT,TetrazoliumSalt,100.0,10.1002/jbm.b.33068,3,,18.0,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
96,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,500.0,MTT,TetrazoliumSalt,80.0,10.1002/jbm.b.33068,3,,18.0,,VERO,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
97,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,100.0,MTT,TetrazoliumSalt,101.97,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
98,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,200.0,MTT,TetrazoliumSalt,115.09,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
99,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,300.0,MTT,TetrazoliumSalt,115.09,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
100,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,400.0,MTT,TetrazoliumSalt,100.1,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
101,Fe3O4,Sphere,Dextran,Thermal Decomposition,,,,10000.0,A,,,,,24,500.0,MTT,TetrazoliumSalt,118.08,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
102,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000.0,A,,,,,24,100.0,MTT,TetrazoliumSalt,80.0,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
103,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000.0,A,,,,,24,200.0,MTT,TetrazoliumSalt,75.077,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
104,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000.0,A,,,,,24,300.0,MTT,TetrazoliumSalt,50.0,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
105,Fe3O4,Sphere,PEG,Thermal Decomposition,,,,10000.0,A,,,,,24,400.0,MTT,TetrazoliumSalt,38.0,10.1002/jbm.b.33068,3,,18.0,,MDCK,Journal of Biomedical Materials Research Part B: Applied Biomaterials,Wiley,2014,<i>In vitro</i> and <i>in vivo</i> experiments with iron oxide nanoparticles functionalized with DEXTRAN or polyethylene glycol for medical applications: Magnetic targeting,False,TRUE,green,3_mojicapisciotti2014.pdf,1,data/pdfs/pdf_cytotox/3_mojicapisciotti2014.pdf,False
