name,np_shell_2,np_hydro_size,xrd_scherrer_size,zfc_h_meas,htherm_sar,mri_r1,mri_r2,emic_size,instrument,core_shell_formula,np_core,np_shell,space_group_core,space_group_shell,squid_h_max,fc_field_T,squid_temperature,squid_sat_mag,coercivity,squid_rem_mag,exchange_bias_shift_Oe,vertical_loop_shift_M_vsl_emu_g,hc_kOe,doi,pdf,supp,journal,publisher,year,title,access,verification required,verified_by,verification_date,has_mistake_in_matadata,comment,article_name_folder,supp_info_name_folder,pdf_file,pdf_downloaded
,,,,,,,,,,Ni0.17Co0.21Fe0.62O-Ni0.4Co0.3Fe2.3O4,Ni0.17Co0.21Fe0.62O,Ni0.4Co0.3Fe2.3O4,I-43d,I-43d,60.0,5,5,32,11000,17,-9000,,,10.1002/smtd.202300647,smtd.202300647.pdf,smtd.202300647_SI.pdf,Small Methods,Wiley,2023,Defect‐Engineering by Solvent Mediated Mild Oxidation as a Tool to Induce Exchange Bias in Metal Doped Ferrites,1.0,,,,,,dataset3_107,dataset3_107_supp,data/pdfs/pdf_nanomag/smtd.202300647.pdf,True
,,,,,,,,,,Co,Co,0,Fm-3m,0,,0,300,,1600,,-4340,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Co-CoO,Co,CoO,Fm-3m,P63mc,,5,300,,1850,,-480,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Co,Co,0,P63/mmc,0,,5,300,,1450,,-800,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Co-CoO,Co,CoO,P63/mmc,P63mc,,5,300,,3820,,-2570,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Co,Co,0,Fm-3m,0,,5,3,,1850,,-600,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Co-CoO,Co,CoO,P63/mmc,P63mc,,5,3,,8950,,-6550,,,10.1016/j.colsurfa.2023.132281,j.colsurfa.2023.132281.pdf,0,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier BV,2023,Influence of the nanocrystallinity on exchange bias in Co/CoO core/shell nanoparticles,1.0,,,,,,dataset3_108,0,data/pdfs/pdf_nanomag/j.colsurfa.2023.132281.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,0,300,"0,63","2717,175","0,027",0,0,,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,0,300,"0,75","8330,63","0,097",0,0,,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,0,300,"0,915","1589,43","0,037",0,0,,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,0,300,"0,607","385,34","0,011",0,0,,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,"0,5",5,"0,648","874,27","0,01","-1630,76","0,021",,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,"0,5",5,"0,86","3039,125","0,067","-2438,581","0,057",,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,"0,5",5,"0,846",2726,"0,0415","-5647,75","0,0895",,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Ni-LaFeO3,Ni,LaFeO3,Fm-3m,Pm-3m,80.0,"0,5",5,"0,846","326,075","0,01","-1212,995","0,044",,10.1088/2053-1591/ab65e4,ab65e4.pdf,0,Materials Research Express,IOP Publishing,2020,Chemical pressure induced substantial negative exchange bias on zero field cooled nanocrystalline LaFeO<sub>3</sub>,1.0,,,,,,dataset3_123,0,data/pdfs/pdf_nanomag/ab65e4.pdf,True
,,,,,,,,,,Fe3O4-Fe2O3,Fe3O4,Fe2O3,Fd-3m,R-3c,30.0,"0,005",5,"26,707","1099,138","11,11","-312,574","4,814",,10.1038/s41598-020-74188-5,s41598-020-74188-5.pdf,s41598-020-74188-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2020,Tuning structural and magnetic properties of Fe oxide nanoparticles by specific hydrogenation treatments,1.0,,,,,,dataset3_128,dataset3_128_supp,data/pdfs/pdf_nanomag/s41598-020-74188-5.pdf,True
,,,,,,,,,,Fe3O4-Fe2O3,Fe3O4,Fe2O3,Fd-3m,R-3c,30.0,"0,005",40,"31,138","517,2415","5,75",,1,,10.1038/s41598-020-74188-5,s41598-020-74188-5.pdf,s41598-020-74188-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2020,Tuning structural and magnetic properties of Fe oxide nanoparticles by specific hydrogenation treatments,1.0,,,,,,dataset3_128,dataset3_128_supp,data/pdfs/pdf_nanomag/s41598-020-74188-5.pdf,True
,,,,,,,,,,Fe3O4-Fe2O3,Fe3O4,Fe2O3,Fd-3m,R-3c,30.0,"0,005",5,"33,757","988,9945","14,473","-67,9945","5,112",,10.1038/s41598-020-74188-5,s41598-020-74188-5.pdf,s41598-020-74188-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2020,Tuning structural and magnetic properties of Fe oxide nanoparticles by specific hydrogenation treatments,1.0,,,,,,dataset3_128,dataset3_128_supp,data/pdfs/pdf_nanomag/s41598-020-74188-5.pdf,True
,,,,,,,,,,Fe3O4-Fe2O3,Fe3O4,Fe2O3,Fd-3m,R-3c,30.0,"0,005",40,"34,6","580,39","7,875",,,,10.1038/s41598-020-74188-5,s41598-020-74188-5.pdf,s41598-020-74188-5_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2020,Tuning structural and magnetic properties of Fe oxide nanoparticles by specific hydrogenation treatments,1.0,,,,,,dataset3_128,dataset3_128_supp,data/pdfs/pdf_nanomag/s41598-020-74188-5.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,7,10,69,400,,0,0,,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,7,10,68,19800,"41,67",-5300,"11,67",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,7,10,"68,8",18500,"50,5",-2800,"4,5",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,7,10,"68,9",17900,50,-900,"3,67",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,7,10,"68,8",15800,"51,5",-500,"1,9",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,0,10,"58,67",400,,,,,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,0,10,"39,668",16400,"15,5",-2002,"0,83",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,0,10,"50,335",17500,"37,5",-100,"0,832",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,0,10,"54,667",17200,"42,5",-926,"1,5",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,,70.0,0,10,"70,67",15000,"46,67",-602,"0,67",,10.1039/D3NA01108A,D3NA01108A.pdf,D3NA01108A_SI.pdf,Nanoscale Advances,Royal Society of Chemistry (RSC),2024,Magnetic anisotropy engineering in onion-structured metal oxide nanoparticles combining dual exchange coupling and proximity effects,1.0,,,,,,dataset3_161,dataset3_161_supp,data/pdfs/pdf_nanomag/D3NA01108A.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,250,"42,9","66,89","3,003","-16,68",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,220,"43,29","73,79","3,20346","-54,23",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,200,"43,65","82,09","3,492","-13,35",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,160,"44,29","100,23","4,429","11,49",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,120,"44,8","123,11","5,376","32,66",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-NiO,Fe3O4,NiO,Fm-3m,Fm-3m,15.0,,60,"45,18","146,18","5,8734","101,63",,,10.1039/D1RA01902C,D1RA01902C.pdf,0,RSC Advances,Royal Society of Chemistry (RSC),2021,A temperature-dependent switching of the exchange bias effect from negative to positive under a fixed intermediate cooling field,1.0,,,,,,dataset3_178,0,data/pdfs/pdf_nanomag/D1RA01902C.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,F-43m,60.0,0,10,38,17300,"29,5",0,"0,5",,10.1039/D2MA00629D,D2MA00629D.pdf,D2MA00629D_SI.pdf,Materials Advances,Royal Society of Chemistry (RSC),2022,A detailed investigation of the core@shell structure of exchanged coupled magnetic nanoparticles after performing solvent annealing,1.0,,,,,,dataset3_185,"dataset3_185_supp_1, dataset3_185_supp_2",data/pdfs/pdf_nanomag/D2MA00629D.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,F-43m,60.0,7,10,45,16600,"26,5",-2600,"0,5",,10.1039/D2MA00629D,D2MA00629D.pdf,D2MA00629D_SI.pdf,Materials Advances,Royal Society of Chemistry (RSC),2022,A detailed investigation of the core@shell structure of exchanged coupled magnetic nanoparticles after performing solvent annealing,1.0,,,,,,dataset3_185,"dataset3_185_supp_1, dataset3_185_supp_2",data/pdfs/pdf_nanomag/D2MA00629D.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,F-43m,60.0,0,10,38,20000,"32,46",0,"5,9",,10.1039/D2MA00629D,D2MA00629D.pdf,D2MA00629D_SI.pdf,Materials Advances,Royal Society of Chemistry (RSC),2022,A detailed investigation of the core@shell structure of exchanged coupled magnetic nanoparticles after performing solvent annealing,1.0,,,,,,dataset3_185,"dataset3_185_supp_1, dataset3_185_supp_2",data/pdfs/pdf_nanomag/D2MA00629D.pdf,True
,,,,,,,,,,Fe3O4-CoO,Fe3O4,CoO,Fd-3m,F-43m,60.0,7,10,45,20200,"28,85",-1800,"4,26",,10.1039/D2MA00629D,D2MA00629D.pdf,D2MA00629D_SI.pdf,Materials Advances,Royal Society of Chemistry (RSC),2022,A detailed investigation of the core@shell structure of exchanged coupled magnetic nanoparticles after performing solvent annealing,1.0,,,,,,dataset3_185,"dataset3_185_supp_1, dataset3_185_supp_2",data/pdfs/pdf_nanomag/D2MA00629D.pdf,True
,,,,,,,,,,CoFe2O4,CoFe2O4,0,Fd-3m,0,15.0,"1,2",77,"55,5",11435,"50,5",-755,"12,615",,10.1016/j.jmmm.2007.01.007,j.jmmm.2007.01.007.pdf,0,Journal of Magnetism and Magnetic Materials,Elsevier BV,2007,Exchange bias and vertical shift in CoFe2O4 nanoparticles,1.0,,,,,,dataset3_197,0,data/pdfs/pdf_nanomag/j.jmmm.2007.01.007.pdf,True
,,,,,,,,,,Co-Cr2O3,Co,Cr2O3,P63/mmc,R-3c,20.0,,50,"112,25",249,"32,5",-110,"9,5",,10.1063/1.2739217,1.2739217.pdf,0,Journal of Applied Physics,AIP Publishing,2007,Exchange bias in Co-Cr2O3 nanocomposites,1.0,,,,,,dataset3_198,0,data/pdfs/pdf_nanomag/1.2739217.pdf,True
,,,,,,,,,,Co-Cr2O3,Co,Cr2O3,P63/mmc,R-3c,20.0,,50,"40,5",355,"18,4",-85,"3,766",,10.1063/1.2739217,1.2739217.pdf,0,Journal of Applied Physics,AIP Publishing,2007,Exchange bias in Co-Cr2O3 nanocomposites,1.0,,,,,,dataset3_198,0,data/pdfs/pdf_nanomag/1.2739217.pdf,True
,,,,,,,,,,Co-Cr2O3,Co,Cr2O3,P63/mmc,R-3c,20.0,,50,"93,385",1037,"43,74",-427,"13,183",,10.1063/1.2739217,1.2739217.pdf,0,Journal of Applied Physics,AIP Publishing,2007,Exchange bias in Co-Cr2O3 nanocomposites,1.0,,,,,,dataset3_198,0,data/pdfs/pdf_nanomag/1.2739217.pdf,True
,,,,,,,,,,Co-Cr2O3,Co,Cr2O3,P63/mmc,R-3c,20.0,,50,"24,76",315,"11,212",-150,"5,412",,10.1063/1.2739217,1.2739217.pdf,0,Journal of Applied Physics,AIP Publishing,2007,Exchange bias in Co-Cr2O3 nanocomposites,1.0,,,,,,dataset3_198,0,data/pdfs/pdf_nanomag/1.2739217.pdf,True
,,,,,,,,,,Co-Cr2O3,Co,Cr2O3,P63/mmc,R-3c,20.0,,50,"67,385",349,"35,475",-194,"7,475",,10.1063/1.2739217,1.2739217.pdf,0,Journal of Applied Physics,AIP Publishing,2007,Exchange bias in Co-Cr2O3 nanocomposites,1.0,,,,,,dataset3_198,0,data/pdfs/pdf_nanomag/1.2739217.pdf,True
,,,,,,,,,,Co-CoO,Co,CoO,P63/mmc,C12/m1,50.0,"0,2",200,,900,,-318,0,,10.1103/PhysRevB.80.064427,PhysRevB.80.064427.pdf,0,Physical Review B,American Physical Society (APS),2009,Exchange bias in Co/CoO core-shell nanowires: Role of antiferromagnetic superparamagnetic fluctuations,1.0,,,,,,dataset3_209,0,data/pdfs/pdf_nanomag/PhysRevB.80.064427.pdf,True
,,,,,,,,,,LaFeO3,LaFeO3,0,Pnma,0,90.0,"0,5",4,"0,9305","5866,8","0,0575","-10895,95","0,1135",,10.1038/s41598-024-65757-z,s41598-024-65757-z.pdf,s41598-024-65757-z_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2024,Core and surface structure and magnetic properties of mechano-synthesized LaFeO3 nanoparticles and their Eu3+-doped and Eu3+/Cr3+-co-doped variants,1.0,,,,,,dataset3_230,dataset3_230_supp,data/pdfs/pdf_nanomag/s41598-024-65757-z.pdf,True
,,,,,,,,,,Eu0.3-La0.7FeO3,Eu0.3,La0.7FeO3,Im3m,Pnma,90.0,"0,5",4,"2,513","990,475","0,0765","-1832,026","0,1205",,10.1038/s41598-024-65757-z,s41598-024-65757-z.pdf,s41598-024-65757-z_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2024,Core and surface structure and magnetic properties of mechano-synthesized LaFeO3 nanoparticles and their Eu3+-doped and Eu3+/Cr3+-co-doped variants,1.0,,,,,,dataset3_230,dataset3_230_supp,data/pdfs/pdf_nanomag/s41598-024-65757-z.pdf,True
,,,,,,,,,,Eu0.3-La0.7Fe0.95Cr0.05O3,Eu0.3,La0.7Fe0.95Cr0.05O3,Im3m,Pnma,90.0,"0,5",4,"2,305","686,8","0,035","-2288,613","0,105",,10.1038/s41598-024-65757-z,s41598-024-65757-z.pdf,s41598-024-65757-z_SI.pdf,Scientific Reports,Springer Science and Business Media LLC,2024,Core and surface structure and magnetic properties of mechano-synthesized LaFeO3 nanoparticles and their Eu3+-doped and Eu3+/Cr3+-co-doped variants,1.0,,,,,,dataset3_230,dataset3_230_supp,data/pdfs/pdf_nanomag/s41598-024-65757-z.pdf,True
,,,,,,,,,,LiFe3O4-Fe3O4,LiFe3O4,Fe3O4,Cmmm,Fd-3m,50.0,5,10,"45,5","395,64","13,25","-228,73","2,85",,10.1021/acsami.3c18334,acsami.3c18334.pdf,0,ACS Applied Materials &amp; Interfaces,American Chemical Society (ACS),2024,Elucidating the Lithiation Process in Fe<sub>3−δ</sub>O<sub>4</sub> Nanoparticles by Correlating Magnetic and Structural Properties,1.0,,,,,,dataset3_231,0,data/pdfs/pdf_nanomag/acsami.3c18334.pdf,True
,,,,,,,,,,Li1.5Fe3O4-Fe3O4,Li1.5Fe3O4,Fe3O4,Cmmm,Fd-3m,50.0,5,10,"66,5","223,91",20,"-67,39","2,468",,10.1021/acsami.3c18334,acsami.3c18334.pdf,0,ACS Applied Materials &amp; Interfaces,American Chemical Society (ACS),2024,Elucidating the Lithiation Process in Fe<sub>3−δ</sub>O<sub>4</sub> Nanoparticles by Correlating Magnetic and Structural Properties,1.0,,,,,,dataset3_231,0,data/pdfs/pdf_nanomag/acsami.3c18334.pdf,True
,,,,,,,,,,NiFe2O4-BiFeO3,NiFe2O4,BiFeO3,c12/c1,0,10.0,,300,"17,22","158,59","1,3265","-36,9","0,3315",,10.1038/s41467-024-47537-5,s41467-024-47537-5.pdf,s41467-024-47537-5_SI.pdf,Nature Communications,Springer Science and Business Media LLC,2024,Interface-induced dual-pinning mechanism enhances low-frequency electromagnetic wave loss,1.0,,,,,,dataset3_236,dataset3_236_supp,data/pdfs/pdf_nanomag/s41467-024-47537-5.pdf,True
