smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf,pdf_file,pdf_downloaded
C=CCn1c(-c2ccc([N+](=O)[O-])cc2)nc2ccc(C)cc21,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4b,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4c,MIC,'=',4,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc(Cl)c(Cl)c3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4d,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc(F)cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4e,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
CSc1ccc(-c2nc3ccc(C)cc3n2Cc2ccccc2)cc1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4f,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4g,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3Cl)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4h,MIC,'=',64,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc(Cl)cc3)n(Cc3ccccc3Cl)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4i,MIC,'=',32,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccc([N+](=O)[O-])cc3)n(Cc3ccc(Cl)cc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4j,MIC,'=',8,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Cc1ccc2nc(-c3ccco3)n(Cc3ccccc3)c2c1,10.1039/d2ra06667j,"N,2,6-Trisubstituted 1H-benzimidazole derivatives as a new scaffold of antimicrobial and anticancer agents: design, synthesis, in vitro evaluation, and in silico studies",Royal Society of Chemistry (RSC),2022,1,4k,MIC,'=',128,µg mL-1,"MSSA, Methicillin-susceptible strains of Staphylococcus aureus ATCC 29213",Staphylococcus aureus,8,table 4 (caption),,,8,table 4,,,3,scheme 1,5.0,table 2,d2ra06667j,data/pdfs/pdf_benzimidazole/d2ra06667j.pdf,True
Fc1ccc(-c2cc(-c3nc4ncccc4[nH]3)c3cc(Cl)ccc3n2)cc1,10.5772/intechopen.108949,Current Development in the Synthesis of Benzimidazole-Quinoline Hybrid Analogues and Their Biological Applications,IntechOpen,2023,1,XLV,MIC,'=',"6,25",µg/mL,S. aureus,Staphylococcus aureus,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,figure 17,8.0,figure 17,intechopen.108949,data/pdfs/pdf_benzimidazole/intechopen.108949.pdf,True
Fc1ccc(-c2cc(-c3nc4cc(Cl)c(Cl)cc4[nH]3)c3cc(Cl)ccc3n2)cc1,10.5772/intechopen.108949,Current Development in the Synthesis of Benzimidazole-Quinoline Hybrid Analogues and Their Biological Applications,IntechOpen,2023,1,XLVI,MIC,'=',"6,25",µg/mL,S. aureus,Staphylococcus aureus,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,figure 17,8.0,figure 17,intechopen.108949,data/pdfs/pdf_benzimidazole/intechopen.108949.pdf,True
Fc1ccc(-c2cc(-c3nc4ncccc4[nH]3)c3ccccc3n2)cc1,10.5772/intechopen.108949,Current Development in the Synthesis of Benzimidazole-Quinoline Hybrid Analogues and Their Biological Applications,IntechOpen,2023,1,XLVII,MIC,'=',"6,25",µg/mL,S. aureus,Staphylococcus aureus,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,figure 17,8.0,figure 17,intechopen.108949,data/pdfs/pdf_benzimidazole/intechopen.108949.pdf,True
Fc1ccc(-c2cc(-c3nc4cc(Cl)c(Cl)cc4[nH]3)c3ccccc3n2)cc1,10.5772/intechopen.108949,Current Development in the Synthesis of Benzimidazole-Quinoline Hybrid Analogues and Their Biological Applications,IntechOpen,2023,1,XLVIII,MIC,'=',"6,25",µg/mL,S. aureus,Staphylococcus aureus,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,text,2. Biological applications of benzimidazole-quinoline hybrids,2.2 Antimicrobial activity,8,figure 17,8.0,figure 17,intechopen.108949,data/pdfs/pdf_benzimidazole/intechopen.108949.pdf,True
O=C(Cn1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c2ccccc21)Nc1cccc2cccnc12.[Br-],10.1038/s41598-022-21435-6,Quinoline–imidazole/benzimidazole derivatives as dual-/multi-targeting hybrids inhibitors with anticancer and antimicrobial activity,Springer Science and Business Media LLC,2022,1,11h,MIC,'=',"0,00001",µg/mL,S. aureus Staphylococcus. aureus ATCC 25923,Staphylococcus aureus,9,table 6 (caption),,,9,table 6,,,4,figure 3,4.0,figure 3,s41598-022-21435-6,data/pdfs/pdf_benzimidazole/s41598-022-21435-6.pdf,True
O=C(CCn1c[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c2ccccc21)Nc1cccc2cccnc12.[Br-],10.1038/s41598-022-21435-6,Quinoline–imidazole/benzimidazole derivatives as dual-/multi-targeting hybrids inhibitors with anticancer and antimicrobial activity,Springer Science and Business Media LLC,2022,1,12h,MIC,'=',"0,0003",µg/mL,S. aureus Staphylococcus. aureus ATCC 25924,Staphylococcus aureus,9,table 6 (caption),,,9,table 6,,,4,figure 3,4.0,figure 3,s41598-022-21435-6,data/pdfs/pdf_benzimidazole/s41598-022-21435-6.pdf,True
O=C(Cn1c[n+](CC(=O)c2ccc(C(F)(F)F)cc2)c2ccccc21)Nc1cccc2cccnc12.[Br-],10.1038/s41598-022-21435-6,Quinoline–imidazole/benzimidazole derivatives as dual-/multi-targeting hybrids inhibitors with anticancer and antimicrobial activity,Springer Science and Business Media LLC,2022,1,11i,MIC,'=',"0,009",µg/mL,S. aureus Staphylococcus. aureus ATCC 25925,Staphylococcus aureus,9,table 6 (caption),,,9,table 6,,,4,figure 3,4.0,figure 3,s41598-022-21435-6,data/pdfs/pdf_benzimidazole/s41598-022-21435-6.pdf,True
O=C(Cn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21)Nc1cccc2cccnc12.[Br-],10.1038/s41598-022-21435-6,Quinoline–imidazole/benzimidazole derivatives as dual-/multi-targeting hybrids inhibitors with anticancer and antimicrobial activity,Springer Science and Business Media LLC,2022,1,11g,MIC,'=',"0,009",µg/mL,S. aureus Staphylococcus. aureus ATCC 25926,Staphylococcus aureus,9,table 6 (caption),,,9,table 6,,,4,figure 3,4.0,figure 3,s41598-022-21435-6,data/pdfs/pdf_benzimidazole/s41598-022-21435-6.pdf,True
N=C(N)NS(=O)(=O)c1ccc(-n2cc(CSc3nc4ccccc4[nH]3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4f,MIC,'=',512,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1ccccn1)c1ccc(-n2cc(CSc3nc4ccccc4[nH]3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4c,MIC,'=',128,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1nccs1)c1ccc(-n2cc(CSc3nc4ccccc4[nH]3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4d,MIC,'=',128,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1ncccn1)c1ccc(-n2cc(CSc3nc4ccccc4[nH]3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4b,MIC,'=',128,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
Cc1cc(C)nc(NS(=O)(=O)c2ccc(-n3cc(CSc4nc5ccccc5[nH]4)nn3)cc2)n1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4a,MIC,'=',64,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
Cc1noc(NS(=O)(=O)c2ccc(-n3cc(CSc4nc5ccccc5[nH]4)nn3)cc2)c1C,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,4e,MIC,'=',128,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,3,scheme 2,3.0,scheme 2,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
Cc1cc(C)nc(NS(=O)(=O)c2ccc(-n3cc(CSc4nc5ccccc5n4Cc4cn(-c5ccc(S(=O)(=O)Nc6nc(C)cc(C)n6)cc5)nn4)nn3)cc2)n1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6a,MIC,'=',32,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1ncccn1)c1ccc(-n2cc(CSc3nc4ccccc4n3Cc3cn(-c4ccc(S(=O)(=O)Nc5ncccn5)cc4)nn3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6b,MIC,'=',64,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1ccccn1)c1ccc(-n2cc(CSc3nc4ccccc4n3Cc3cn(-c4ccc(S(=O)(=O)Nc5ccccn5)cc4)nn3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6c,MIC,'=',64,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
O=S(=O)(Nc1nccs1)c1ccc(-n2cc(CSc3nc4ccccc4n3Cc3cn(-c4ccc(S(=O)(=O)Nc5nccs5)cc4)nn3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6d,MIC,'=',64,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
Cc1noc(NS(=O)(=O)c2ccc(-n3cc(CSc4nc5ccccc5n4Cc4cn(-c5ccc(S(=O)(=O)Nc6onc(C)c6C)cc5)nn4)nn3)cc2)c1C,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6e,MIC,'=',64,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
N=C(N)NS(=O)(=O)c1ccc(-n2cc(CSc3nc4ccccc4n3Cc3cn(-c4ccc(S(=O)(=O)NC(=N)N)cc4)nn3)nn2)cc1,10.1186/s13065-018-0479-1,"Design, synthesis, ADME prediction and pharmacological evaluation of novel benzimidazole-1,2,3-triazole-sulfonamide hybrids as antimicrobial and antiproliferative agents",Springer Science and Business Media LLC,2018,1,6f,MIC,'=',256,µg/mL,Sa,Staphylococcus aureus,6,table 1,,,6,table 1,,,4,scheme 4,4.0,scheme 4,s13065-018-0479-1,data/pdfs/pdf_benzimidazole/s13065-018-0479-1.pdf,True
