record_id,source_pdf,source_page,source_type,extractor,evidence,name_raw,name_std,smiles_raw,smiles_canonical,inchikey,pubchem_cid,cas,formula,mw,iupac_name,target_raw,assay_type_raw,assay_type_std,organism_raw,organism_std,property,value_raw,unit_raw,value_std,unit_std,conversion_note,validation,validation_detail,dup_group,dup_level,is_primary,conflict_group,conflict_flag,needs_review,review_reason,extracted_at
r_37fec6306acc,antibiotics10081002.pdf,,text,opsin:text,9 pandemic. Benzimidazole and pyrazole compounds have remarkable bio,pyrazole,pyrazole,N1N=CC=C1,c1cn[nH]c1,WTKZEGDFNFYCGP-UHFFFAOYSA-N,1048,288-13-1,C3H4N2,68.08,1H-pyrazole,,,,,,,,,,,,passed,rdkit canonical,dup_018,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_98b5b8cda415,antibiotics10081002.pdf,,text,opsin:text,han the target compounds with pyrazole-5-carboxamide moiety **56a** – **56f** . Th,pyrazole-5-carboxamide,pyrazole-5-carboxamide,N1N=CC=C1C(=O)N,NC(=O)c1ccn[nH]1,BNYCHCAYYYRJSH-UHFFFAOYSA-N,15239624,33064-36-7,C4H5N3O,111.1,1H-pyrazole-5-carboxamide,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_e109708b0032,antibiotics10081002.pdf,,text,opsin:text,"phenylenediamine with 4-amino benzoic acid, was diazotized and treated w",benzoic acid,benzoic acid,C(C1=CC=CC=C1)(=O)O,O=C(O)c1ccccc1,WPYMKLBDIGXBTP-UHFFFAOYSA-N,243,65-85-0,C7H6O2,122.12,benzoic acid,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_1e5485a17e12,antibiotics10081002.pdf,,text,opsin:text,"rdosh et al., synthesized new pyrido[1,2-a]benzimidazoles starting chloroformilation a","pyrido[1,2-a]benzimidazole","pyrido[1,2-a]benzimidazole",C1=CC=CC2=NC3=C(N21)C=CC=C3,c1ccc2c(c1)nc1ccccn12,FODVQKYUAIWTKY-UHFFFAOYSA-N,378348,245-47-6,C11H8N2,168.19,"pyrido[1,2-a]benzimidazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_7e94adc06461,antibiotics10081002.pdf,,text,opsin:text,the synthesis of a series of bis(benzimidazolyl)pyrazole compounds from chlororacetylp,bis(benzimidazolyl)pyrazole,bis(benzimidazolyl)pyrazole,N1=C(NC2=C1C=CC=C2)C2=CC(=NN2)C=2NC1=C(N2)C=CC=C1,c1ccc2[nH]c(-c3cc(-c4nc5ccccc5[nH]4)[nH]n3)nc2c1,NFQGJTRVMWTFKL-UHFFFAOYSA-N,135741951,223467-24-1,C17H12N6,300.32,2-[3-(1H-benzimidazol-2-yl)-1H-pyrazol-5-yl]-1H-benzimidazole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_f0ce87fc2c1f,antibiotics10081002.pdf,,text,opsin:text,"*21a** – **21c** with 1 _H_ - benzo[d]imidazol-2-amine **9** , and the oxidation of",benzo[d]imidazol-2-amine,benzo[d]imidazol-2-amine,N1=C(NC2=C1C=CC=C2)N,Nc1nc2ccccc2[nH]1,JWYUFVNJZUSCSM-UHFFFAOYSA-N,13624,934-32-7,C7H7N3,133.15,1H-benzimidazol-2-amine,,,,,,,,,,,,passed,rdkit canonical,dup_019,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_07a58aff2276,antibiotics10081002.pdf,,text,opsin:text,_ -pyrazol1-yl)(pyridin-4-yl)methanones **3a** – **3n** in good yiel,ethanone,ethanone,C(C)=O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,177,75-07-0,C2H4O,44.05,acetaldehyde,,,,,,,,,,,,passed,rdkit canonical,dup_020,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_17994e140b54,antibiotics10081002.pdf,,text,opsin:text,"lecule (pyridine, pyrimidine, thiazole, indole), increases the antim",thiazole,thiazole,S1C=NC=C1,c1cscn1,FZWLAAWBMGSTSO-UHFFFAOYSA-N,9256,288-47-1,C3H3NS,85.13,"1,3-thiazole",,,,,,,,,,,,passed,rdkit canonical,dup_021,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_774bda0675fd,antibiotics10081002.pdf,,text,opsin:text,"; Yan, Y.; Wang, L.; Chen, Z. N-Phenyl indole derivatives as AT1 antagonist",N-Phenyl indole,N-Phenyl indole,C1(=CC=CC=C1)N1C=CC2=CC=CC=C12,c1ccc(-n2ccc3ccccc32)cc1,YBFCBQMICVOSRW-UHFFFAOYSA-N,182029,16096-33-6,C14H11N,193.24,1-phenylindole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_4538135a9113,antibiotics10081002.pdf,,text,opsin:text,and antimicrobial studies of 4-[3-(3-Fluorophenyl)-4-formyl-1H-pyrazol-1-yl]benzoic Acid and 4-[3-(4-Fluorophenyl)-4-f,4-[3-(3-Fluorophenyl)-4-formyl-1H-pyrazol-1-yl]benzoic Acid,4-[3-(3-Fluorophenyl)-4-formyl-1H-pyrazol-1-yl]benzoic Acid,FC=1C=C(C=CC1)C1=NN(C=C1C=O)C1=CC=C(C(=O)O)C=C1,O=Cc1cn(-c2ccc(C(=O)O)cc2)nc1-c1cccc(F)c1,NLIPBMQKNVKANB-UHFFFAOYSA-N,164672378,,C17H11FN2O3,310.28,4-[3-(3-fluorophenyl)-4-formylpyrazol-1-yl]benzoic acid,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_c82c309fbe62,antibiotics10081002.pdf,,text,opsin:text,". Compound **98a** , with a 3-pyridine moiety at C5, which maintains",pyridine,pyridine,N1=CC=CC=C1,c1ccncc1,JUJWROOIHBZHMG-UHFFFAOYSA-N,1049,110-86-1,C5H5N,79.1,pyridine,,,,,,,,,,,,passed,rdkit canonical,dup_022,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_0639f86e79ea,antibiotics10081002.pdf,,text,opsin:text,N-dimethylpyridin-4-amine DME Dimethoxyethane DMF Dimethylformamid DMSO Dim,Dimethoxyethane,Dimethoxyethane,C(OC)COC,COCCOC,XTHFKEDIFFGKHM-UHFFFAOYSA-N,8071,110-71-4,C4H10O2,90.12,"1,2-dimethoxyethane",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_191dd9f79c2e,antibiotics10081002.pdf,,text,opsin:text,"* – **2n** , synthesized from 2-acetylbenzimidazole **1** and aldehydes in ethano",2-acetylbenzimidazole,2-acetylbenzimidazole,C(C)(=O)C=1NC2=C(N1)C=CC=C2,CC(=O)c1nc2ccccc2[nH]1,UYFMRVDIXXOWLR-UHFFFAOYSA-N,70322,939-70-8,C9H8N2O,160.17,1-(1H-benzimidazol-2-yl)ethanone,,,,,,,,,,,,passed,rdkit canonical,dup_023,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_b7da4c42f8d6,antibiotics10081002.pdf,,text,opsin:text,hesis of compound **67** from 1-(4-fluorophenyl)ethanone is accomplished in four steps,1-(4-fluorophenyl)ethanone,1-(4-fluorophenyl)ethanone,FC1=CC=C(C=C1)C(C)=O,CC(=O)c1ccc(F)cc1,ZDPAWHACYDRYIW-UHFFFAOYSA-N,9828,403-42-9,C8H7FO,138.14,1-(4-fluorophenyl)ethanone,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_3c7e563b0574,antibiotics10081002.pdf,,text,opsin:text,"obutane to give the alkylated 1,5benzodiazepine **69** . Compound **69** reac","1,5benzodiazepine","1,5benzodiazepine",N1C=CC=NC2=C1C=CC=C2,C1=CNc2ccccc2N=C1,ZVAPWJGRRUHKGP-UHFFFAOYSA-N,429551,265-02-1,C9H8N2,144.17,"1H-1,5-benzodiazepine",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_d5ca10954b69,antibiotics10081002.pdf,,text,opsin:text,", and Antitumor Evaluation of 4-Amino-(1H)pyrazole Derivatives as JAKs Inhibitor",4-Amino-(1H)pyrazole,4-Amino-(1H)pyrazole,NC=1C=NNC1,Nc1cn[nH]c1,AXINVSXSGNSVLV-UHFFFAOYSA-N,78035,28466-26-4,C3H5N3,83.09,1H-pyrazol-4-amine,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_2730a42ceaa8,antibiotics10081002.pdf,,text,opsin:text,phimurium_|40|-|-|-|11|20|    Benzimidazolo–pyrazole compounds **80a** – **80h** a,Benzimidazolo–pyrazole,Benzimidazolo–pyrazole,N1=CN=C2C1=C1C=NN=C1C=C2,C1=NN=c2ccc3c(c21)N=CN=3,PTFYQSWHBLOXRZ-UHFFFAOYSA-N,67169610,,C8H4N4,156.14,"imidazo[4,5-e]indazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_985d5f3c4811,antibiotics10081002.pdf,,text,opsin:text,"benzimidazole– pyrazoles from 2,3,6-trifluorobenzenamine in seven steps, as can be see","2,3,6-trifluorobenzenamine","2,3,6-trifluorobenzenamine",FC1=C(C(=CC=C1F)F)N,Nc1c(F)ccc(F)c1F,RGUGZPYYMOAJLO-UHFFFAOYSA-N,522283,67815-56-9,C6H4F3N,147.1,"2,3,6-trifluoroaniline",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_310d8516efb7,antibiotics10081002.pdf,,text,opsin:text,**Scheme 2.** Synthesis of benzimidazole-pyrazole **7** .   Compounds **6a** –,benzimidazole-pyrazole,benzimidazole-pyrazole,N1N=CC=C1.N1=CNC2=C1C=CC=C2,c1ccc2[nH]cnc2c1.c1cn[nH]c1,NJOHZFQUJCXUPR-UHFFFAOYSA-N,66917386,,C10H10N4,186.21,1H-benzimidazole;1H-pyrazole,,,,,,,,,,,,passed,rdkit canonical,dup_024,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_0f78e57809d3,antibiotics10081002.pdf,,text,opsin:text,"ungal potential of some novel benzimidazole-1,3,4-oxadiazole compounds. _Molecules_ **2019","benzimidazole-1,3,4-oxadiazole","benzimidazole-1,3,4-oxadiazole",O1C=NN=C1.N1=CNC2=C1C=CC=C2,c1ccc2[nH]cnc2c1.c1nnco1,DHWBOEWOPMJEGD-UHFFFAOYSA-N,156501823,,C9H8N4O,188.19,"1H-benzimidazole;1,3,4-oxadiazole",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_3d4ee984d96d,antibiotics10081002.pdf,,text,opsin:text,bercular Compounds Based on a quinoline-pyrazole clubbed scaffold derived via,quinoline-pyrazole,quinoline-pyrazole,N1N=CC=C1.N1=CC=CC2=CC=CC=C12,c1ccc2ncccc2c1.c1cn[nH]c1,RMEJVDDOMGIQFF-UHFFFAOYSA-N,18466462,,C12H11N3,197.24,1H-pyrazole;quinoline,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_e31f4ac719c1,antibiotics10081002.pdf,,text,opsin:text,"ed 1-Acetyl Benzimidazol-2-yl Methyl Isoindoline-1,3-Dione Analogs as Anti-Microbial Age","Methyl Isoindoline-1,3-Dione","Methyl Isoindoline-1,3-Dione",CN1C(C2=CC=CC=C2C1=O)=O,CN1C(=O)c2ccccc2C1=O,ZXLYYQUMYFHCLQ-UHFFFAOYSA-N,11074,550-44-7,C9H7NO2,161.16,"2-methylisoindole-1,3-dione",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_1f657aadffa0,antibiotics10081002.pdf,,text,opsin:text,"etyl Benzimidazol-2-yl Methyl Isoindoline-1,3-Dione Analogs as Anti-Microbial Age","Isoindoline-1,3-Dione","Isoindoline-1,3-Dione",C1(NC(C2=CC=CC=C12)=O)=O,O=C1NC(=O)c2ccccc21,XKJCHHZQLQNZHY-UHFFFAOYSA-N,6809,85-41-6,C8H5NO2,147.13,"isoindole-1,3-dione",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_4a83cafd2c8a,antibiotics10081002.pdf,,text,opsin:text,ethanone_ linkage **45** and _amino ethanone_ linkage **47** displayed sli,amino ethanone,amino ethanone,NC(C)=O,CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,178,60-35-5,C2H5NO,59.07,acetamide,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_f0463f07b3f4,antibiotics10081002.pdf,,text,opsin:text,"rmamide (DMF), in presence of triethyl-amine (TEA) as catalyst (Scheme 22)",triethyl-amine,triethyl-amine,C(C)N(CC)CC,CCN(CC)CC,ZMANZCXQSJIPKH-UHFFFAOYSA-N,8471,121-44-8,C6H15N,101.19,"N,N-diethylethanamine",,,,,,,,,,,,passed,rdkit canonical,dup_025,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_73cc43d2c01d,antibiotics10081002.pdf,,text,opsin:text,"azole Moiety_   Benzimidazole chalcones **2a** – **2n** , synthesize",chalcone,chalcone,C1(=CC=CC=C1)\C=C\C(=O)C1=CC=CC=C1,O=C(/C=C/c1ccccc1)c1ccccc1,DQFBYFPFKXHELB-VAWYXSNFSA-N,637760,94-41-7,C15H12O,208.25,"(E)-1,3-diphenylprop-2-en-1-one",,,,,,,,,,,,passed,rdkit canonical,dup_026,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_5ac8a9ee77c4,antibiotics10081002.pdf,,text,opsin:text,oroacetyl chloride in a basic dioxane solution reacted with 2-amino,dioxane,dioxane,O1CCOCC1,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,31275,123-91-1,C4H8O2,88.11,"1,4-dioxane",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_4776552a3d97,antibiotics10081002.pdf,,text,opsin:text,.M.; et al. Co(II) and Zn(II) pyrazolyl-benzimidazole complexes with remarkable ant,pyrazolyl-benzimidazole,pyrazolyl-benzimidazole,N1N=C(C=C1)C=1NC2=C(N1)C=CC=C2,c1ccc2[nH]c(-c3cc[nH]n3)nc2c1,IYTGPPNUOLLGBE-UHFFFAOYSA-N,763936,380653-63-4,C10H8N4,184.2,2-(1H-pyrazol-5-yl)-1H-benzimidazole,,,,,,,,,,,,passed,rdkit canonical,dup_027,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_12f31362b8fa,antibiotics10081002.pdf,,text,opsin:text,dazol-2-yl)phenyl) hydrazono)-3-oxobutanoate **38** through intramolecular,3-oxobutanoate,3-oxobutanoate,O=C(CC(=O)[O-])C,CC(=O)CC(=O)[O-],WDJHALXBUFZDSR-UHFFFAOYSA-M,6971017,141-81-1,C4H5O3-,101.08,3-oxobutanoate,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_f48ae7cd15b5,antibiotics10081002.pdf,,text,opsin:text,"ridine, pyrimidine, thiazole, indole), increases the antimicrobial",indole,indole,N1C=CC2=CC=CC=C12,c1ccc2[nH]ccc2c1,SIKJAQJRHWYJAI-UHFFFAOYSA-N,798,120-72-9,C8H7N,117.15,1H-indole,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_003f3906bbf2,antibiotics10081002.pdf,,text,opsin:text,"9h** with phenylhydrazine and 2,4-dinitrophenylhydrazine, respectively (Scheme 21) [75","2,4-dinitrophenylhydrazine","2,4-dinitrophenylhydrazine",[N+](=O)([O-])C1=C(C=CC(=C1)[N+](=O)[O-])NN,NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],HORQAOAYAYGIBM-UHFFFAOYSA-N,3772977,119-26-6,C6H6N4O4,198.14,"(2,4-dinitrophenyl)hydrazine",,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_3709cb940e9b,antibiotics10081002.pdf,,text,opsin:text,"*84** in the reaction with of ethyl 3-oxobutanoate (Scheme 23), possessed good a",ethyl 3-oxobutanoate,ethyl 3-oxobutanoate,O=C(CC(=O)OCC)C,CCOC(=O)CC(C)=O,XYIBRDXRRQCHLP-UHFFFAOYSA-N,8868,141-97-9,C6H10O3,130.14,ethyl 3-oxobutanoate,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_6cb33c481d77,antibiotics10081002.pdf,,text,opsin:text,"_H_ -pyrazol-5(4 _H_ )-one in dimethylformamide (DMF), in presence of triethy",dimethylformamide,dimethylformamide,CN(C=O)C,CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,6228,68-12-2,C3H7NO,73.09,"N,N-dimethylformamide",,,,,,,,,,,,passed,rdkit canonical,dup_028,2,True,,False,False,,2026-06-26T20:19:08+00:00
r_b7fcabeb9db9,antibiotics10081002.pdf,,text,opsin:text,"ord **68** which reacted with 1-bromobutane to give the alkylated 1,5benz",1-bromobutane,1-bromobutane,BrCCCC,CCCCBr,MPPPKRYCTPRNTB-UHFFFAOYSA-N,8002,109-65-9,C4H9Br,137.02,1-bromobutane,,,,,,,,,,,,passed,rdkit canonical,,,True,,False,False,,2026-06-26T20:19:08+00:00
r_4bf6b57a86e3,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = Pa,Ec,Ec,,,,,,,,,,,,,,MIC,Pa,,,nM,,unverified,name did not resolve,dup_029,4,True,,False,True,unit standardisation: unparseable value; compound label 'Ec' (needs cross-reference to a structure),2026-06-26T20:19:08+00:00
r_59fea670d4a2,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 16,**31a**,**31a**,,,,,,,,,,,,,,MIC,16,,16.0,nM,unit missing → assumed nM,unverified,name did not resolve,dup_030,1,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_fa0a906531e5,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 128,**31b**,**31b**,,,,,,,,,,,,,,MIC,128,,128.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_e93b30b38e59,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 256,**31b**,**31b**,,,,,,,,,,,,,,MIC,256,,256.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_a3e915ab2287,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 512,**31c**,**31c**,,,,,,,,,,,,,,MIC,512,,512.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_db00c1107252,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 256,**31c**,**31c**,,,,,,,,,,,,,,MIC,256,,256.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_1822dfe340ea,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 16,**32a**,**32a**,,,,,,,,,,,,,,MIC,16,,16.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_b48b4f44ade0,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 8,**32a**,**32a**,,,,,,,,,,,,,,MIC,8,,8.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_bd57456ea835,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 16,**32b**,**32b**,,,,,,,,,,,,,,MIC,16,,16.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,conf_001,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on MIC (kept as metadata, not averaged)",2026-06-26T20:19:08+00:00
r_8aeeeacf681d,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 256,**32b**,**32b**,,,,,,,,,,,,,,MIC,256,,256.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,conf_001,True,True,"value note: unit assumed; unresolved name (trade name / abbreviation?); value conflict on MIC (kept as metadata, not averaged)",2026-06-26T20:19:08+00:00
r_0413533dd6c8,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 512,**32c**,**32c**,,,,,,,,,,,,,,MIC,512,,512.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_3eee53665416,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 256,**32c**,**32c**,,,,,,,,,,,,,,MIC,256,,256.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_352aad1f1b8e,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 2,Gentamycin,Gentamycin,,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,3467,1403-66-3,C21H43N5O7,477.6,"2-[4,6-diamino-3-[3-amino-6-[1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",,,,,,MIC,2,,2.0,nM,unit missing → assumed nM,passed,pubchem name resolution,,,True,,False,True,value note: unit assumed,2026-06-26T20:19:08+00:00
r_5d3034733b1e,antibiotics10081002.pdf,7,table,table,[p7t2] (MICµgmL−1) = 2,Fluconazole,Fluconazole,,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,3365,86386-73-4,C13H12F2N6O,306.27,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",,,,,,MIC,2,,2.0,nM,unit missing → assumed nM,passed,pubchem name resolution,,,True,,False,True,value note: unit assumed,2026-06-26T20:19:08+00:00
r_6ac3373aa891,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 100,**61a**,**61a**,,,,,,,,,,,,,,MIC,100,,100.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_02a190f0c461,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 200,**61b**,**61b**,,,,,,,,,,,,,,MIC,200,,200.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_6fd5c85d6128,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 250,**61c**,**61c**,,,,,,,,,,,,,,MIC,250,,250.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_123c3009444d,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 50,Ciproﬂoxacin,Ciproﬂoxacin,,,,,,,,,,,,,,MIC,50,,50.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_40efe15c5b4b,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 50,Chloramphenicol,Chloramphenicol,,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1,WIIZWVCIJKGZOK-RKDXNWHRSA-N,5959,56-75-7,C11H12Cl2N2O5,323.13,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",,,,,,MIC,50,,50.0,nM,unit missing → assumed nM,passed,pubchem name resolution,,,True,,False,True,value note: unit assumed,2026-06-26T20:19:08+00:00
r_624c88f77f81,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 10,Norﬂoxacin,Norﬂoxacin,,,,,,,,,,,,,,MIC,10,,10.0,nM,unit missing → assumed nM,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_77001014974b,antibiotics10081002.pdf,12,table,table,[p12t1] Microorganisms<br>S pneumoniae E coli<br>. . = 100,Ampicillin,Ampicillin,,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,6249,69-53-4,C16H19N3O4S,349.4,"(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",,,,,,MIC,100,,100.0,nM,unit missing → assumed nM,passed,pubchem name resolution,,,True,conf_002,True,True,"value note: unit assumed; value conflict on MIC (kept as metadata, not averaged)",2026-06-26T20:19:08+00:00
r_b9612b299cc1,antibiotics10081002.pdf,15,table,table,[p15t1] Sample)<br>Amoxicillin = 22,_Bacillus cereus_,_Bacillus cereus_,,,,,,,,,,,,,,melting_point,22,,22.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_4296eb47aac0,antibiotics10081002.pdf,15,table,table,[p15t1] Sample)<br>Amoxicillin = 25,_Bacillus subtilis_,_Bacillus subtilis_,,,,,,,,,,,,,,melting_point,25,,25.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_d36622a2ae3c,antibiotics10081002.pdf,15,table,table,[p15t1] Sample)<br>Amoxicillin = 16,_Staphylococcus aureus_,_Staphylococcus aureus_,,,,,,,,,,,,,,melting_point,16,,16.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_9b8a7e692472,antibiotics10081002.pdf,15,table,table,[p15t1] Sample)<br>Amoxicillin = 22,_Escherichia coli_,_Escherichia coli_,,,,,,,,,,,,,,melting_point,22,,22.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
r_c0e1b3adce8c,antibiotics10081002.pdf,15,table,table,[p15t1] Sample)<br>Amoxicillin = 30,_Pseudomonas aeruginosa_,_Pseudomonas aeruginosa_,,,,,,,,,,,,,,melting_point,30,,30.0,degC,unit missing → assumed degC,unverified,name did not resolve,,,True,,False,True,value note: unit assumed; unresolved name (trade name / abbreviation?),2026-06-26T20:19:08+00:00
